trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.5, 'e': 0.9836641713227284}",25,0,-115.03327929244202,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
183,False,"{'a': 0.5, 'e': 0.9834836661932461}",25,0,-68.95038430026698,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.9833021775801796}",20,0,-107.65518227287593,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
185,False,"{'a': 0.5, 'e': 0.9831197056650174}",30,0,-150.21784345612286,"{0: 21, 1: 1, 2: 5, 3: 0, 4: 3}",0
186,False,"{'a': 0.5, 'e': 0.9829362506302315}",20,0,-80.75495967735564,"{0: 10, 1: 5, 2: 3, 3: 2, 4: 0}",0
187,False,"{'a': 0.5, 'e': 0.9827518126592768}",25,0,-116.51053465520067,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
188,False,"{'a': 0.5, 'e': 0.9825663919365915}",25,0,-82.09946410104527,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
189,False,"{'a': 0.5, 'e': 0.9823799886475959}",20,0,-88.77641201884278,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
190,False,"{'a': 0.5, 'e': 0.9821926029786937}",20,0,-214.1127893684493,"{0: 9, 1: 0, 2: 7, 3: 0, 4: 4}",0
191,False,"{'a': 0.5, 'e': 0.9820042351172703}",25,0,-145.75301231231336,"{0: 13, 1: 2, 2: 7, 3: 2, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.9818148852516937}",25,0,-162.2524844367699,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
193,False,"{'a': 0.5, 'e': 0.9816245535713135}",20,0,-101.21583009600549,"{0: 11, 1: 1, 2: 5, 3: 3, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.9814332402664617}",20,0,-119.86345071891624,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
195,False,"{'a': 0.5, 'e': 0.9812409455284513}",20,0,-81.00258241146177,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.9810476695495772}",25,0,-54.50079090048367,"{0: 15, 1: 6, 2: 4, 3: 0, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.9808534125231153}",20,0,-69.18281065653476,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.9806581746433227}",25,0,-125.2287258887077,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
199,False,"{'a': 0.5, 'e': 0.9804619561054371}",30,9,-251.18323895726138,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 5}",1
200,False,"{'a': 0.5, 'e': 0.9802647571056771}",20,0,-109.96962401823455,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
201,False,"{'a': 0.5, 'e': 0.9800665778412416}",35,0,-223.95639716036973,"{0: 21, 1: 3, 2: 7, 3: 0, 4: 4}",0
202,False,"{'a': 0.5, 'e': 0.97986741851031}",20,0,-112.69796356920297,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
203,False,"{'a': 0.5, 'e': 0.9796672793120416}",25,0,-142.51403118661736,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
204,False,"{'a': 0.5, 'e': 0.9794661604465754}",30,0,-160.93883760193688,"{0: 17, 1: 1, 2: 8, 3: 3, 4: 1}",0
205,False,"{'a': 0.5, 'e': 0.9792640621150305}",20,0,-60.0574022922279,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
206,False,"{'a': 0.5, 'e': 0.9790609845195051}",20,0,-159.18064528191474,"{0: 8, 1: 3, 2: 7, 3: 0, 4: 2}",0
207,False,"{'a': 0.5, 'e': 0.9788569278630767}",25,0,-106.38337264978203,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
208,False,"{'a': 0.5, 'e': 0.978651892349802}",20,0,-107.67013433623963,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.9784458781847165}",20,0,-111.73196972483571,"{0: 10, 1: 0, 2: 8, 3: 2, 4: 0}",0
210,False,"{'a': 0.5, 'e': 0.9782388855738344}",25,0,-79.50267046080805,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
211,False,"{'a': 0.5, 'e': 0.9780309147241483}",20,0,-164.6386887467824,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 3}",0
212,False,"{'a': 0.5, 'e': 0.9778219658436289}",25,0,-89.53853992497889,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
213,False,"{'a': 0.5, 'e': 0.9776120391412251}",20,0,-149.79181244563168,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
214,False,"{'a': 0.5, 'e': 0.9774011348268636}",25,0,-102.53690148798347,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
215,False,"{'a': 0.5, 'e': 0.9771892531114489}",25,0,-155.689425365348,"{0: 14, 1: 0, 2: 9, 3: 0, 4: 2}",0
216,False,"{'a': 0.5, 'e': 0.9769763942068623}",25,0,-27.09241190089694,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
217,False,"{'a': 0.5, 'e': 0.9767625583259631}",25,0,-76.7761915088744,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
218,False,"{'a': 0.5, 'e': 0.976547745682587}",25,0,-108.10133493131185,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
219,False,"{'a': 0.5, 'e': 0.9763319564915464}",20,8,-104.67142151077893,"{0: 6, 1: 0, 2: 3, 3: 2, 4: 1}",1
220,False,"{'a': 0.5, 'e': 0.9761151909686308}",30,15,-65.55026837669634,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 1}",1
221,False,"{'a': 0.5, 'e': 0.9758974493306055}",20,0,-102.71893253223394,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
222,False,"{'a': 0.5, 'e': 0.9756787317952123}",25,0,-90.12897523540029,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
223,False,"{'a': 0.5, 'e': 0.9754590385811684}",20,12,-50.70215175279836,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
224,False,"{'a': 0.5, 'e': 0.9752383699081674}",20,5,-118.56821575065254,"{0: 7, 1: 2, 2: 4, 3: 0, 4: 2}",1
225,False,"{'a': 0.5, 'e': 0.9750167259968777}",30,0,-80.36049071283657,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
226,False,"{'a': 0.5, 'e': 0.9747941070689433}",30,0,-80.65658500109622,"{0: 20, 1: 1, 2: 8, 3: 1, 4: 0}",0
227,False,"{'a': 0.5, 'e': 0.974570513346983}",20,0,-48.86581305899897,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
228,False,"{'a': 0.5, 'e': 0.9743459450545906}",25,0,-149.79066074191417,"{0: 12, 1: 5, 2: 5, 3: 2, 4: 1}",0
229,False,"{'a': 0.5, 'e': 0.9741204024163344}",20,0,-60.788712333464964,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.9738938856577568}",25,0,-111.9268951197363,"{0: 12, 1: 5, 2: 6, 3: 2, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.9736663950053749}",25,0,-99.50647889027402,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
232,False,"{'a': 0.5, 'e': 0.9734379306866789}",30,13,-49.46301429832681,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
233,False,"{'a': 0.5, 'e': 0.9732084929301336}",30,14,-91.0982126785604,"{0: 7, 1: 4, 2: 4, 3: 0, 4: 1}",1
234,False,"{'a': 0.5, 'e': 0.9729780819651762}",30,0,-73.55655220039928,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 0}",0
235,False,"{'a': 0.5, 'e': 0.9727466980222181}",30,0,-148.4984384934768,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 3}",0
236,False,"{'a': 0.5, 'e': 0.972514341332643}",30,0,-168.3678552594671,"{0: 21, 1: 0, 2: 4, 3: 2, 4: 3}",0
237,False,"{'a': 0.5, 'e': 0.9722810121288076}",20,0,-106.70350829297884,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
238,False,"{'a': 0.5, 'e': 0.9720467106440411}",25,0,-213.72309728524246,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 4}",0
239,False,"{'a': 0.5, 'e': 0.971811437112645}",30,0,-133.7691560950757,"{0: 20, 1: 1, 2: 5, 3: 3, 4: 1}",0
240,False,"{'a': 0.5, 'e': 0.9715751917698927}",20,0,-44.92593039480805,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
241,False,"{'a': 0.5, 'e': 0.9713379748520297}",20,14,-5.152949449678737,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.9710997865962726}",20,0,-66.00000722818591,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
243,False,"{'a': 0.5, 'e': 0.97086062724081}",20,0,-163.90940634378154,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 3}",0
244,False,"{'a': 0.5, 'e': 0.970620497024801}",30,0,-162.0384739272169,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
245,False,"{'a': 0.5, 'e': 0.9703793961883759}",25,0,-122.11811751465872,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
246,False,"{'a': 0.5, 'e': 0.9701373249726354}",25,0,-183.64915956641903,"{0: 11, 1: 1, 2: 9, 3: 3, 4: 1}",0
247,False,"{'a': 0.5, 'e': 0.9698942836196508}",20,0,-96.93687370778072,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
248,False,"{'a': 0.5, 'e': 0.9696502723724634}",25,0,-125.6326354471794,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
249,False,"{'a': 0.5, 'e': 0.9694052914750845}",25,0,-138.89702728950147,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
250,False,"{'a': 0.5, 'e': 0.9691593411724948}",25,0,-85.83914525539004,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
251,False,"{'a': 0.5, 'e': 0.9689124217106447}",25,0,-160.93748729487086,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
252,False,"{'a': 0.5, 'e': 0.9686645333364537}",25,0,-278.744696037921,"{0: 13, 1: 1, 2: 3, 3: 3, 4: 5}",0
253,False,"{'a': 0.5, 'e': 0.9684156762978101}",20,0,-84.27683075175878,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
254,False,"{'a': 0.5, 'e': 0.9681658508435709}",30,0,-277.7094012258598,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 6}",0
255,False,"{'a': 0.5, 'e': 0.9679150572235615}",20,0,-123.75408910536115,"{0: 12, 1: 1, 2: 3, 3: 3, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.9676632956885756}",20,0,-66.64378569190248,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
257,False,"{'a': 0.5, 'e': 0.9674105664903746}",30,0,-130.91842614255165,"{0: 18, 1: 4, 2: 5, 3: 2, 4: 1}",0
258,False,"{'a': 0.5, 'e': 0.9671568698816877}",25,0,-149.37195717541445,"{0: 11, 1: 3, 2: 9, 3: 1, 4: 1}",0
259,False,"{'a': 0.5, 'e': 0.9669022061162116}",25,0,-186.52581311970883,"{0: 13, 1: 4, 2: 4, 3: 1, 4: 3}",0
260,False,"{'a': 0.5, 'e': 0.9666465754486098}",25,0,-115.73143775222991,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
261,False,"{'a': 0.5, 'e': 0.9663899781345132}",25,0,-152.7296504047984,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
262,False,"{'a': 0.5, 'e': 0.966132414430519}",20,0,-102.41784302846384,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
263,False,"{'a': 0.5, 'e': 0.9658738845941909}",20,0,-23.117277996123317,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
264,False,"{'a': 0.5, 'e': 0.9656143888840587}",20,0,-61.93003010426331,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
265,False,"{'a': 0.5, 'e': 0.965353927559618}",25,0,-56.47631683899644,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
266,False,"{'a': 0.5, 'e': 0.9650925008813303}",20,0,-54.44723356824791,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.9648301091106221}",25,0,-60.8523741908648,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
268,False,"{'a': 0.5, 'e': 0.9645667525098851}",30,3,-158.40793551118855,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 2}",1
269,False,"{'a': 0.5, 'e': 0.9643024313424761}",20,0,-137.8671327571999,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
270,False,"{'a': 0.5, 'e': 0.964037145872716}",25,0,-269.33911424960513,"{0: 9, 1: 3, 2: 5, 3: 5, 4: 3}",0
271,False,"{'a': 0.5, 'e': 0.9637708963658905}",20,0,-72.58109011749767,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
272,False,"{'a': 0.5, 'e': 0.9635036830882489}",20,0,-56.556732287090426,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.9632355063070045}",20,0,-72.11639102873306,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
274,False,"{'a': 0.5, 'e': 0.962966366290334}",30,0,-58.835195552527615,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
275,False,"{'a': 0.5, 'e': 0.9626962633073776}",30,10,-113.76365292839814,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",1
276,False,"{'a': 0.5, 'e': 0.962425197628238}",20,0,-45.83912717963434,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
277,False,"{'a': 0.5, 'e': 0.9621531695239809}",25,0,-79.15001771118524,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
278,False,"{'a': 0.5, 'e': 0.9618801792666346}",25,0,-49.516431551217885,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
279,False,"{'a': 0.5, 'e': 0.9616062271291891}",30,0,-114.49156026272398,"{0: 19, 1: 1, 2: 9, 3: 0, 4: 1}",0
280,False,"{'a': 0.5, 'e': 0.9613313133855966}",25,0,-116.37901384569082,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
281,False,"{'a': 0.5, 'e': 0.9610554383107709}",25,10,-54.74279112048854,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
282,False,"{'a': 0.5, 'e': 0.960778602180587}",30,8,-46.54701683839863,"{0: 13, 1: 5, 2: 4, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.9605008052718809}",25,0,-105.01264813707695,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
284,False,"{'a': 0.5, 'e': 0.9602220478624496}",20,0,-146.84338852712193,"{0: 8, 1: 4, 2: 4, 3: 3, 4: 1}",0
285,False,"{'a': 0.5, 'e': 0.9599423302310505}",30,0,-135.15934394535168,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
286,False,"{'a': 0.5, 'e': 0.9596616526574011}",25,0,-96.26645687413804,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
287,False,"{'a': 0.5, 'e': 0.959380015422179}",20,0,-126.44388657555484,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
288,False,"{'a': 0.5, 'e': 0.9590974188070215}",35,14,-97.52601478225425,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 2}",1
289,False,"{'a': 0.5, 'e': 0.9588138630945251}",20,0,-147.01552813445397,"{0: 9, 1: 1, 2: 7, 3: 2, 4: 1}",0
290,False,"{'a': 0.5, 'e': 0.9585293485682455}",25,6,-177.74179276648434,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 3}",1
291,False,"{'a': 0.5, 'e': 0.9582438755126972}",30,0,-136.8851588426011,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
292,False,"{'a': 0.5, 'e': 0.9579574442133532}",20,0,-56.20419926576701,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
293,False,"{'a': 0.5, 'e': 0.9576700549566448}",20,0,-61.662517322473384,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
294,False,"{'a': 0.5, 'e': 0.9573817080299614}",25,0,-227.40605873590548,"{0: 13, 1: 3, 2: 3, 3: 2, 4: 4}",0
295,False,"{'a': 0.5, 'e': 0.9570924037216496}",20,0,-27.801580041824142,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
296,False,"{'a': 0.5, 'e': 0.9568021423210139}",30,0,-200.2872469575741,"{0: 16, 1: 3, 2: 8, 3: 0, 4: 3}",0
297,False,"{'a': 0.5, 'e': 0.9565109241183156}",20,0,-80.7446020158448,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
298,False,"{'a': 0.5, 'e': 0.9562187494047729}",25,0,-81.22605147367595,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
299,False,"{'a': 0.5, 'e': 0.9559256184725605}",20,0,-70.38574844132508,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
300,False,"{'a': 0.5, 'e': 0.9556315316148092}",20,0,-63.66919250152638,"{0: 14, 1: 2, 2: 1, 3: 3, 4: 0}",0
301,False,"{'a': 0.5, 'e': 0.955336489125606}",25,0,-214.99072594331594,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 4}",0
302,False,"{'a': 0.5, 'e': 0.9550404912999932}",20,0,-125.41591749673348,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
303,False,"{'a': 0.5, 'e': 0.9547435384339689}",30,0,-217.6152608331515,"{0: 14, 1: 7, 2: 4, 3: 2, 4: 3}",0
304,False,"{'a': 0.5, 'e': 0.9544456308244855}",20,0,-89.7022759377366,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
305,False,"{'a': 0.5, 'e': 0.9541467687694509}",30,0,-185.1942220831569,"{0: 18, 1: 1, 2: 8, 3: 0, 4: 3}",0
306,False,"{'a': 0.5, 'e': 0.9538469525677271}",25,4,-113.27910923770415,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 2}",1
307,False,"{'a': 0.5, 'e': 0.9535461825191301}",25,0,-109.09025954259299,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
308,False,"{'a': 0.5, 'e': 0.9532444589244301}",20,0,-44.93691480685384,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
309,False,"{'a': 0.5, 'e': 0.9529417820853506}",30,0,-68.0764216670111,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 0}",0
310,False,"{'a': 0.5, 'e': 0.9526381523045685}",25,0,-198.32333429739515,"{0: 11, 1: 4, 2: 5, 3: 3, 4: 2}",0
311,False,"{'a': 0.5, 'e': 0.9523335698857134}",20,0,-79.54582321677432,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
312,False,"{'a': 0.5, 'e': 0.9520280351333678}",25,0,-174.7135435848785,"{0: 12, 1: 1, 2: 8, 3: 3, 4: 1}",0
313,False,"{'a': 0.5, 'e': 0.9517215483530664}",30,0,-109.17494343296984,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
314,False,"{'a': 0.5, 'e': 0.9514141098512959}",25,0,-145.2378731404813,"{0: 14, 1: 6, 2: 1, 3: 2, 4: 2}",0
315,False,"{'a': 0.5, 'e': 0.951105719935495}",30,0,-172.7704385053698,"{0: 18, 1: 1, 2: 7, 3: 2, 4: 2}",0
316,False,"{'a': 0.5, 'e': 0.9507963789140532}",20,0,-10.559088728033156,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
317,False,"{'a': 0.5, 'e': 0.9504860870963119}",20,0,-136.10549107332878,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
318,False,"{'a': 0.5, 'e': 0.9501748447925626}",20,0,-202.40972767682197,"{0: 6, 1: 0, 2: 11, 3: 1, 4: 2}",0
319,False,"{'a': 0.5, 'e': 0.9498626523140478}",25,0,-69.2912202523002,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
320,False,"{'a': 0.5, 'e': 0.9495495099729597}",20,0,-132.24991390466465,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
321,False,"{'a': 0.5, 'e': 0.9492354180824408}",25,0,-81.60374896910427,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
322,False,"{'a': 0.5, 'e': 0.948920376956583}",25,8,-123.78617165183277,"{0: 8, 1: 1, 2: 5, 3: 2, 4: 1}",1
323,False,"{'a': 0.5, 'e': 0.9486043869104273}",20,0,-119.9696465691458,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
324,False,"{'a': 0.5, 'e': 0.9482874482599637}",25,0,-159.0184887627397,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
325,False,"{'a': 0.5, 'e': 0.9479695613221308}",30,0,-205.66540618786112,"{0: 19, 1: 3, 2: 3, 3: 1, 4: 4}",0
326,False,"{'a': 0.5, 'e': 0.9476507264148157}",20,0,-70.73173956278734,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
327,False,"{'a': 0.5, 'e': 0.9473309438568531}",20,0,-139.08404357811457,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
328,False,"{'a': 0.5, 'e': 0.9470102139680256}",20,0,-42.94194818245016,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
329,False,"{'a': 0.5, 'e': 0.9466885370690631}",25,1,-88.05519494113712,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 1}",1
330,False,"{'a': 0.5, 'e': 0.9463659134816423}",30,0,-158.08057338685808,"{0: 16, 1: 3, 2: 9, 3: 0, 4: 2}",0
331,False,"{'a': 0.5, 'e': 0.946042343528387}",20,0,-207.2736937809365,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 4}",0
332,False,"{'a': 0.5, 'e': 0.9457178275328669}",25,0,-64.75208658951539,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
333,False,"{'a': 0.5, 'e': 0.9453923658195982}",20,0,-94.85862829668893,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
334,False,"{'a': 0.5, 'e': 0.9450659587140423}",20,0,-60.04063788544897,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
335,False,"{'a': 0.5, 'e': 0.9447386065426066}",20,0,-51.9944917740565,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
336,False,"{'a': 0.5, 'e': 0.944410309632643}",25,0,-165.12851213378732,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
337,False,"{'a': 0.5, 'e': 0.9440810683124485}",30,4,2.9670236437470052,"{0: 22, 1: 3, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.9437508829112643}",25,18,-3.7457527725151643,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.9434197537592759}",25,0,-161.42537999920674,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
340,False,"{'a': 0.5, 'e': 0.9430876811876123}",25,0,-82.88989326288396,"{0: 17, 1: 2, 2: 3, 3: 3, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.9427546655283462}",20,0,-35.65624708505397,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
342,False,"{'a': 0.5, 'e': 0.9424207071144931}",30,0,-78.58520686596873,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
343,False,"{'a': 0.5, 'e': 0.9420858062800114}",20,0,-79.40523814424398,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
344,False,"{'a': 0.5, 'e': 0.9417499633598019}",25,0,-133.77735917540394,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
345,False,"{'a': 0.5, 'e': 0.9414131786897075}",20,0,-199.7337076922481,"{0: 10, 1: 3, 2: 2, 3: 1, 4: 4}",0
346,False,"{'a': 0.5, 'e': 0.941075452606513}",30,0,-82.00226712304487,"{0: 19, 1: 5, 2: 4, 3: 2, 4: 0}",0
347,False,"{'a': 0.5, 'e': 0.9407367854479443}",30,0,-225.24508613432408,"{0: 18, 1: 2, 2: 4, 3: 2, 4: 4}",0
348,False,"{'a': 0.5, 'e': 0.9403971775526684}",25,0,-110.72904521233032,"{0: 12, 1: 3, 2: 9, 3: 1, 4: 0}",0
349,False,"{'a': 0.5, 'e': 0.9400566292602934}",20,0,-90.43073828289462,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
350,False,"{'a': 0.5, 'e': 0.9397151409113674}",25,0,-115.93307744516169,"{0: 17, 1: 1, 2: 3, 3: 3, 4: 1}",0
351,False,"{'a': 0.5, 'e': 0.9393727128473789}",20,0,-140.0754794457754,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
352,False,"{'a': 0.5, 'e': 0.9390293454107558}",20,0,-39.62466771212332,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
353,False,"{'a': 0.5, 'e': 0.9386850389448655}",20,0,-135.44111969043408,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
354,False,"{'a': 0.5, 'e': 0.9383397937940146}",20,0,-135.05532074687957,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
355,False,"{'a': 0.5, 'e': 0.937993610303448}",20,0,-65.80068144710975,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
356,False,"{'a': 0.5, 'e': 0.9376464888193493}",25,0,-136.40257286558983,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 3}",0
357,False,"{'a': 0.5, 'e': 0.9372984296888399}",20,0,-58.37116995164106,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
358,False,"{'a': 0.5, 'e': 0.9369494332599789}",35,0,-188.58002119132942,"{0: 21, 1: 3, 2: 8, 3: 0, 4: 3}",0
359,False,"{'a': 0.5, 'e': 0.9365994998817627}",20,0,-59.91562397755232,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
360,False,"{'a': 0.5, 'e': 0.9362486299041247}",35,0,-89.28687918177626,"{0: 23, 1: 6, 2: 5, 3: 0, 4: 1}",0
361,False,"{'a': 0.5, 'e': 0.9358968236779348}",25,0,-84.8088972171773,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
362,False,"{'a': 0.5, 'e': 0.9355440815549994}",25,0,-127.02365906264566,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
363,False,"{'a': 0.5, 'e': 0.9351904038880602}",20,0,-91.16503281371212,"{0: 9, 1: 2, 2: 9, 3: 0, 4: 0}",0
364,False,"{'a': 0.5, 'e': 0.9348357910307951}",20,0,-110.1743802261704,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
365,False,"{'a': 0.5, 'e': 0.9344802433378168}",20,0,-165.28027463181405,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 4}",0
