trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
366,False,"{'a': 0.5, 'e': 0.9341237611646731}",25,0,-150.5661691932071,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 3}",0
367,False,"{'a': 0.5, 'e': 0.933766344867846}",20,0,-95.73200248110668,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
368,False,"{'a': 0.5, 'e': 0.933407994804752}",30,0,-104.42641355134793,"{0: 21, 1: 0, 2: 7, 3: 1, 4: 1}",0
369,False,"{'a': 0.5, 'e': 0.9330487113337409}",30,0,-82.92305710710048,"{0: 19, 1: 4, 2: 6, 3: 1, 4: 0}",0
370,False,"{'a': 0.5, 'e': 0.9326884948140962}",20,0,-83.55714646722747,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
371,False,"{'a': 0.5, 'e': 0.9323273456060345}",20,0,-137.90037989254483,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
372,False,"{'a': 0.5, 'e': 0.9319652640707048}",20,0,-85.87672698664048,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
373,False,"{'a': 0.5, 'e': 0.9316022505701886}",20,0,-119.25523672123035,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
374,False,"{'a': 0.5, 'e': 0.9312383054674996}",20,0,-15.71612556391994,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
375,False,"{'a': 0.5, 'e': 0.9308734291265828}",20,8,-2.2969430097464696,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.9305076219123143}",20,10,-29.262165306581387,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.9301408841905014}",20,0,-115.97946767401041,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
378,False,"{'a': 0.5, 'e': 0.929773216327882}",20,1,-132.30553582812877,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 2}",1
379,False,"{'a': 0.5, 'e': 0.9294046186921237}",20,0,-110.62822153196579,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
380,False,"{'a': 0.5, 'e': 0.9290350916518241}",25,0,-85.52863512368424,"{0: 15, 1: 6, 2: 3, 3: 0, 4: 1}",0
381,False,"{'a': 0.5, 'e': 0.9286646355765102}",30,0,-109.56041247049043,"{0: 21, 1: 0, 2: 6, 3: 2, 4: 1}",0
382,False,"{'a': 0.5, 'e': 0.9282932508366383}",25,0,-90.32370580197127,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
383,False,"{'a': 0.5, 'e': 0.9279209378035927}",25,0,-122.16926371477743,"{0: 14, 1: 3, 2: 4, 3: 4, 4: 0}",0
384,False,"{'a': 0.5, 'e': 0.9275476968496869}",20,0,-99.70799320386077,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
385,False,"{'a': 0.5, 'e': 0.9271735283481612}",30,0,-270.8093939239001,"{0: 14, 1: 1, 2: 8, 3: 4, 4: 3}",0
386,False,"{'a': 0.5, 'e': 0.9267984326731847}",25,0,-188.31549159834907,"{0: 16, 1: 0, 2: 4, 3: 2, 4: 3}",0
387,False,"{'a': 0.5, 'e': 0.9264224101998526}",20,0,-89.0940799610259,"{0: 9, 1: 3, 2: 7, 3: 1, 4: 0}",0
388,False,"{'a': 0.5, 'e': 0.9260454613041876}",20,0,-98.24579901828493,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
389,False,"{'a': 0.5, 'e': 0.9256675863631385}",25,0,-37.62704457205326,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
390,False,"{'a': 0.5, 'e': 0.9252887857545801}",30,0,-250.36783108317485,"{0: 14, 1: 2, 2: 10, 3: 0, 4: 4}",0
391,False,"{'a': 0.5, 'e': 0.9249090598573131}",25,1,-72.27368987166837,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 1}",1
392,False,"{'a': 0.5, 'e': 0.9245284090510633}",20,0,-135.87600329224819,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
393,False,"{'a': 0.5, 'e': 0.9241468337164814}",25,0,-82.41119156420768,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
394,False,"{'a': 0.5, 'e': 0.9237643342351429}",20,6,-3.205733839246278,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.9233809109895471}",20,0,-117.50405783289983,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
396,False,"{'a': 0.5, 'e': 0.9229965643631173}",35,5,-169.03615490269792,"{0: 16, 1: 4, 2: 7, 3: 1, 4: 2}",1
397,False,"{'a': 0.5, 'e': 0.9226112947402}",30,0,-109.34229747065032,"{0: 21, 1: 0, 2: 6, 3: 2, 4: 1}",0
398,False,"{'a': 0.5, 'e': 0.9222251025060648}",25,0,-149.35044945460322,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
399,False,"{'a': 0.5, 'e': 0.9218379880469041}",25,0,-148.2239662099253,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
400,False,"{'a': 0.5, 'e': 0.921449951749832}",20,0,-136.56100098924043,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
401,False,"{'a': 0.5, 'e': 0.9210609940028851}",20,5,-72.10175364658747,"{0: 8, 1: 3, 2: 3, 3: 0, 4: 1}",1
402,False,"{'a': 0.5, 'e': 0.9206711151950209}",20,0,-115.61343148474269,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
403,False,"{'a': 0.5, 'e': 0.9202803157161181}",20,0,-74.95892404836597,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
404,False,"{'a': 0.5, 'e': 0.9198885959569765}",30,16,-71.02199474855395,"{0: 8, 1: 3, 2: 1, 3: 1, 4: 1}",1
405,False,"{'a': 0.5, 'e': 0.9194959563093155}",30,0,-69.95890733780443,"{0: 21, 1: 5, 2: 3, 3: 0, 4: 1}",0
406,False,"{'a': 0.5, 'e': 0.9191023971657747}",20,0,-73.86554660201755,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
407,False,"{'a': 0.5, 'e': 0.9187079189199134}",20,0,-224.9494044730845,"{0: 11, 1: 1, 2: 1, 3: 3, 4: 4}",0
408,False,"{'a': 0.5, 'e': 0.9183125219662098}",30,0,-122.42296211270043,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 2}",0
409,False,"{'a': 0.5, 'e': 0.9179162067000607}",30,0,-171.6006581425784,"{0: 18, 1: 1, 2: 8, 3: 1, 4: 2}",0
410,False,"{'a': 0.5, 'e': 0.9175189735177814}",30,0,-90.25533949661369,"{0: 19, 1: 3, 2: 7, 3: 1, 4: 0}",0
411,False,"{'a': 0.5, 'e': 0.9171208228166051}",20,0,-37.83376377159229,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
412,False,"{'a': 0.5, 'e': 0.9167217549946823}",20,0,-129.11515323259087,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
413,False,"{'a': 0.5, 'e': 0.916321770451081}",25,14,-19.23353445695824,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.9159208695857856}",25,0,-131.5316142938381,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
415,False,"{'a': 0.5, 'e': 0.9155190527996969}",25,0,-124.30677736946579,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
416,False,"{'a': 0.5, 'e': 0.9151163204946318}",20,0,-81.0468468070471,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
417,False,"{'a': 0.5, 'e': 0.9147126730733223}",25,0,-126.14662046180877,"{0: 16, 1: 1, 2: 3, 3: 4, 4: 1}",0
418,False,"{'a': 0.5, 'e': 0.914308110939416}",20,11,-7.658146514209466,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.913902634497475}",20,0,-54.76519391507751,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
420,False,"{'a': 0.5, 'e': 0.9134962441529757}",25,11,-25.793571779469268,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.9130889403123083}",25,0,-124.65382479423424,"{0: 15, 1: 2, 2: 4, 3: 3, 4: 1}",0
422,False,"{'a': 0.5, 'e': 0.9126807233827767}",20,5,-123.10867078800239,"{0: 9, 1: 1, 2: 1, 3: 2, 4: 2}",1
423,False,"{'a': 0.5, 'e': 0.9122715937725977}",20,0,-76.49083722317349,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
424,False,"{'a': 0.5, 'e': 0.911861551890901}",20,0,-68.75836726045296,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
425,False,"{'a': 0.5, 'e': 0.9114505981477284}",20,0,-73.89369876839183,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
426,False,"{'a': 0.5, 'e': 0.9110387329540337}",20,3,-71.19915194263439,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 1}",1
427,False,"{'a': 0.5, 'e': 0.9106259567216819}",25,0,-161.35580204284662,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
428,False,"{'a': 0.5, 'e': 0.9102122698634492}",25,0,-121.42624600309158,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
429,False,"{'a': 0.5, 'e': 0.9097976727930226}",20,0,-27.763420776338076,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
430,False,"{'a': 0.5, 'e': 0.9093821659249989}",20,0,-54.45863359757416,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
431,False,"{'a': 0.5, 'e': 0.9089657496748851}",25,11,-61.97729071827065,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
432,False,"{'a': 0.5, 'e': 0.9085484244590974}",25,0,-128.7503996718287,"{0: 15, 1: 5, 2: 2, 3: 1, 4: 2}",0
433,False,"{'a': 0.5, 'e': 0.9081301906949609}",25,0,-12.491142738642463,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
434,False,"{'a': 0.5, 'e': 0.9077110488007095}",30,7,-67.9217445849364,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.9072909991954848}",25,0,-173.1205077017512,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
436,False,"{'a': 0.5, 'e': 0.9068700422993367}",30,0,-158.5737476346012,"{0: 22, 1: 1, 2: 2, 3: 2, 4: 3}",0
437,False,"{'a': 0.5, 'e': 0.9064481785332217}",30,0,-198.70206011111375,"{0: 18, 1: 2, 2: 5, 3: 2, 4: 3}",0
438,False,"{'a': 0.5, 'e': 0.9060254083190037}",25,0,-131.56094542363974,"{0: 16, 1: 4, 2: 1, 3: 2, 4: 2}",0
439,False,"{'a': 0.5, 'e': 0.9056017320794529}",20,2,-72.04810414930537,"{0: 8, 1: 4, 2: 6, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.9051771502382456}",30,12,-34.76771786743944,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.9047516632199635}",25,0,-125.75392747177082,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
442,False,"{'a': 0.5, 'e': 0.9043252714500934}",35,0,-57.41329683505845,"{0: 28, 1: 2, 2: 4, 3: 0, 4: 1}",0
443,False,"{'a': 0.5, 'e': 0.9038979753550274}",25,0,-179.01491292918107,"{0: 12, 1: 5, 2: 3, 3: 3, 4: 2}",0
444,False,"{'a': 0.5, 'e': 0.9034697753620612}",20,8,-72.8976717343158,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
445,False,"{'a': 0.5, 'e': 0.903040671899395}",35,20,-36.192814876086544,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.9026106653961321}",20,0,-57.800993953678855,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
447,False,"{'a': 0.5, 'e': 0.9021797562822791}",25,0,-189.7351041206348,"{0: 11, 1: 2, 2: 9, 3: 1, 4: 2}",0
448,False,"{'a': 0.5, 'e': 0.901747944988745}",25,0,-163.19201751468742,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 4}",0
449,False,"{'a': 0.5, 'e': 0.901315231947341}",20,0,-148.84123739942848,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
450,False,"{'a': 0.5, 'e': 0.9008816175907802}",35,0,-131.82578475572103,"{0: 27, 1: 0, 2: 4, 3: 2, 4: 2}",0
451,False,"{'a': 0.5, 'e': 0.9004471023526769}",20,0,-136.83657330708178,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
452,False,"{'a': 0.5, 'e': 0.9000116866675463}",30,2,-50.10812658416957,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 1}",1
453,False,"{'a': 0.5, 'e': 0.899575370970804}",25,0,-157.87984459086047,"{0: 15, 1: 4, 2: 2, 3: 1, 4: 3}",0
454,False,"{'a': 0.5, 'e': 0.8991381556987657}",20,0,-73.34085733846618,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
455,False,"{'a': 0.5, 'e': 0.8987000412886466}",25,0,-80.5151066667738,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
456,False,"{'a': 0.5, 'e': 0.8982610281785611}",20,0,-108.68237187719356,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
457,False,"{'a': 0.5, 'e': 0.8978211168075223}",30,0,-113.96427986041766,"{0: 18, 1: 1, 2: 10, 3: 0, 4: 1}",0
458,False,"{'a': 0.5, 'e': 0.8973803076154415}",25,0,-88.45861032413838,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
459,False,"{'a': 0.5, 'e': 0.896938601043128}",30,0,-218.23269795135386,"{0: 18, 1: 1, 2: 7, 3: 0, 4: 4}",0
460,False,"{'a': 0.5, 'e': 0.8964959975322879}",25,0,-148.73723300076642,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
461,False,"{'a': 0.5, 'e': 0.8960524975255253}",20,0,-65.34437257534283,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
462,False,"{'a': 0.5, 'e': 0.8956081014663396}",20,0,-35.465546142327824,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
463,False,"{'a': 0.5, 'e': 0.8951628097991272}",25,0,-106.93316510552097,"{0: 16, 1: 5, 2: 2, 3: 0, 4: 2}",0
464,False,"{'a': 0.5, 'e': 0.8947166229691795}",25,0,-92.16807491619015,"{0: 14, 1: 5, 2: 4, 3: 2, 4: 0}",0
465,False,"{'a': 0.5, 'e': 0.8942695414226836}",20,0,-80.87242906699703,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
466,False,"{'a': 0.5, 'e': 0.8938215656067205}",20,0,-160.77754478953588,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
467,False,"{'a': 0.5, 'e': 0.8933726959692665}",30,15,-61.031128468559096,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
468,False,"{'a': 0.5, 'e': 0.8929229329591909}",30,0,-109.18876347657533,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
469,False,"{'a': 0.5, 'e': 0.8924722770262568}",25,0,-119.28534753857726,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
470,False,"{'a': 0.5, 'e': 0.89202072862112}",30,0,-177.232733341442,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 2}",0
471,False,"{'a': 0.5, 'e': 0.8915682881953289}",20,4,-52.715250966404625,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
472,False,"{'a': 0.5, 'e': 0.891114956201324}",30,8,-109.71579142079595,"{0: 12, 1: 2, 2: 6, 3: 1, 4: 1}",1
473,False,"{'a': 0.5, 'e': 0.890660733092437}",25,0,-74.53253182966648,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
474,False,"{'a': 0.5, 'e': 0.8902056193228912}",20,0,-69.93860891364393,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
475,False,"{'a': 0.5, 'e': 0.8897496153478003}",20,0,-118.49083918117037,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
476,False,"{'a': 0.5, 'e': 0.8892927216231682}",20,0,-99.42615278423227,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
477,False,"{'a': 0.5, 'e': 0.8888349386058886}",30,0,-95.20103192535193,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
478,False,"{'a': 0.5, 'e': 0.8883762667537444}",25,5,-33.307726382012646,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.8879167065254074}",25,1,-52.64593744906149,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.8874562583804381}",30,0,-104.57243816876954,"{0: 22, 1: 3, 2: 2, 3: 1, 4: 2}",0
481,False,"{'a': 0.5, 'e': 0.8869949227792842}",20,0,-92.15021315374652,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
482,False,"{'a': 0.5, 'e': 0.8865327001832815}",25,0,-27.05547343472277,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
483,False,"{'a': 0.5, 'e': 0.8860695910546524}",30,0,-98.14274868159065,"{0: 21, 1: 3, 2: 3, 3: 2, 4: 1}",0
484,False,"{'a': 0.5, 'e': 0.8856055958565062}",20,0,-109.55397504217179,"{0: 10, 1: 2, 2: 5, 3: 3, 4: 0}",0
485,False,"{'a': 0.5, 'e': 0.8851407150528379}",20,0,-102.02514274774676,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
486,False,"{'a': 0.5, 'e': 0.8846749491085283}",20,9,6.723550822217515,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.8842082984893433}",25,0,-126.75444169398597,"{0: 17, 1: 3, 2: 1, 3: 2, 4: 2}",0
488,False,"{'a': 0.5, 'e': 0.8837407636619335}",25,0,-107.97920020201832,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
489,False,"{'a': 0.5, 'e': 0.8832723450938338}",35,0,-308.46575007572636,"{0: 19, 1: 5, 2: 3, 3: 2, 4: 6}",0
490,False,"{'a': 0.5, 'e': 0.8828030432534625}",20,0,-64.01507572105677,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
491,False,"{'a': 0.5, 'e': 0.8823328586101216}",20,7,-103.62110423581079,"{0: 6, 1: 0, 2: 5, 3: 1, 4: 1}",1
492,False,"{'a': 0.5, 'e': 0.8818617916339955}",25,8,-21.47231992811078,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.8813898427961513}",30,0,-116.74035853646595,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
494,False,"{'a': 0.5, 'e': 0.8809170125685377}",20,0,-42.6266249942129,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
495,False,"{'a': 0.5, 'e': 0.880443301423985}",20,0,-141.87047246562918,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
496,False,"{'a': 0.5, 'e': 0.8799687098362042}",25,0,-129.36376658955572,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
497,False,"{'a': 0.5, 'e': 0.879493238279787}",20,0,-110.95880721216693,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
498,False,"{'a': 0.5, 'e': 0.8790168872302047}",30,0,-129.3730895367466,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
499,False,"{'a': 0.5, 'e': 0.8785396571638084}",25,0,-152.6537528272355,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
500,False,"{'a': 0.5, 'e': 0.8780615485578283}",25,0,-48.24688341050488,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
501,False,"{'a': 0.5, 'e': 0.8775825618903728}",20,0,6.67795229543251,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
502,False,"{'a': 0.5, 'e': 0.8771026976404284}",20,0,-118.04927333274902,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
503,False,"{'a': 0.5, 'e': 0.8766219562878595}",20,0,-72.63458598811287,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
504,False,"{'a': 0.5, 'e': 0.8761403383134074}",35,0,-174.10459893829483,"{0: 21, 1: 3, 2: 8, 3: 1, 4: 2}",0
505,False,"{'a': 0.5, 'e': 0.87565784419869}",25,0,-51.87637212015255,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
506,False,"{'a': 0.5, 'e': 0.8751744744262013}",20,0,-141.30799722123916,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
507,False,"{'a': 0.5, 'e': 0.8746902294793112}",20,13,-12.652654196256686,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.8742051098422645}",25,0,-91.12154039999265,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
509,False,"{'a': 0.5, 'e': 0.8737191160001807}",25,0,-198.13052439566073,"{0: 15, 1: 3, 2: 2, 3: 1, 4: 4}",0
510,False,"{'a': 0.5, 'e': 0.8732322484390538}",30,0,-140.81014507332543,"{0: 17, 1: 5, 2: 6, 3: 0, 4: 2}",0
511,False,"{'a': 0.5, 'e': 0.8727445076457513}",25,0,-106.83943295505716,"{0: 17, 1: 1, 2: 2, 3: 5, 4: 0}",0
512,False,"{'a': 0.5, 'e': 0.8722558941080137}",20,0,-68.36009210465683,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
513,False,"{'a': 0.5, 'e': 0.8717664083144548}",25,3,-63.52504559384952,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 1}",1
514,False,"{'a': 0.5, 'e': 0.8712760507545603}",25,0,-33.1279394968928,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
515,False,"{'a': 0.5, 'e': 0.8707848219186876}",30,12,-137.8372345451892,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 2}",1
516,False,"{'a': 0.5, 'e': 0.8702927222980654}",25,0,-96.73362003974557,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
517,False,"{'a': 0.5, 'e': 0.8697997523847936}",25,0,-59.2025014788358,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
518,False,"{'a': 0.5, 'e': 0.8693059126718419}",25,0,-23.55568074098153,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
519,False,"{'a': 0.5, 'e': 0.8688112036530499}",25,14,-8.950275682505243,"{0: 7, 1: 4, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.8683156258231266}",20,0,-125.19022577442945,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
521,False,"{'a': 0.5, 'e': 0.8678191796776499}",30,2,-57.86908960499075,"{0: 22, 1: 0, 2: 5, 3: 0, 4: 1}",1
522,False,"{'a': 0.5, 'e': 0.8673218657130658}",20,0,-126.60382659755014,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
523,False,"{'a': 0.5, 'e': 0.8668236844266883}",30,0,-76.83515438642353,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
524,False,"{'a': 0.5, 'e': 0.8663246363166986}",20,0,-71.10264188082179,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
525,False,"{'a': 0.5, 'e': 0.8658247218821449}",25,0,-116.3041851991201,"{0: 12, 1: 4, 2: 7, 3: 2, 4: 0}",0
526,False,"{'a': 0.5, 'e': 0.8653239416229412}",25,0,-109.09047733762668,"{0: 16, 1: 5, 2: 2, 3: 0, 4: 2}",0
527,False,"{'a': 0.5, 'e': 0.8648222960398682}",30,0,-106.9602094901392,"{0: 21, 1: 4, 2: 3, 3: 0, 4: 2}",0
528,False,"{'a': 0.5, 'e': 0.8643197856345712}",30,0,-190.9939386684766,"{0: 17, 1: 1, 2: 8, 3: 2, 4: 2}",0
529,False,"{'a': 0.5, 'e': 0.8638164109095605}",20,0,-72.75126564416821,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
530,False,"{'a': 0.5, 'e': 0.863312172368211}",20,2,-102.42674151035179,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 2}",1
531,False,"{'a': 0.5, 'e': 0.862807070514761}",20,0,-167.27021857861482,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
532,False,"{'a': 0.5, 'e': 0.8623011058543124}",25,0,-107.04648926350795,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
533,False,"{'a': 0.5, 'e': 0.8617942788928298}",20,0,-81.51425328617619,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
534,False,"{'a': 0.5, 'e': 0.8612865901371402}",20,0,-96.08654306831899,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
535,False,"{'a': 0.5, 'e': 0.8607780400949321}",25,0,-114.18913312615186,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
536,False,"{'a': 0.5, 'e': 0.8602686292747557}",25,0,-101.62449225809112,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
537,False,"{'a': 0.5, 'e': 0.8597583581860216}",25,10,-14.981284862091806,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.8592472273390012}",30,0,-112.37755933231708,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
539,False,"{'a': 0.5, 'e': 0.8587352372448249}",25,9,-89.17329375049631,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 2}",1
540,False,"{'a': 0.5, 'e': 0.8582223884154829}",30,8,-180.6366203195865,"{0: 11, 1: 1, 2: 5, 3: 3, 4: 2}",1
541,False,"{'a': 0.5, 'e': 0.8577086813638242}",20,0,-26.872185515450784,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
542,False,"{'a': 0.5, 'e': 0.8571941166035554}",35,21,-87.62205428284406,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
543,False,"{'a': 0.5, 'e': 0.8566786946492415}",20,0,-104.46434504157159,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
544,False,"{'a': 0.5, 'e': 0.8561624160163044}",30,0,-133.39394010910308,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
545,False,"{'a': 0.5, 'e': 0.8556452812210225}",30,0,-58.34208893846259,"{0: 22, 1: 3, 2: 3, 3: 2, 4: 0}",0
546,False,"{'a': 0.5, 'e': 0.8551272907805307}",25,0,-78.55096951540781,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
547,False,"{'a': 0.5, 'e': 0.8546084452128195}",30,14,-18.06756649278075,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.8540887450367343}",30,0,-152.83652042162325,"{0: 19, 1: 0, 2: 6, 3: 4, 4: 1}",0
549,False,"{'a': 0.5, 'e': 0.8535681907719751}",20,0,-111.35740487694207,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
